2019-08-13T00:16:37.896Z,601,MQTT Device 552518FDC337DEEA,windSpeed.v,4,km/h,1,130.8408621,-12.46612789,0
2019-07-27T06:19:20.366Z,601,MQTT Device 552518FDC337DEEA,windSpeed.v,3,km/h,2,130.8408621,-12.46612789,0
2019-08-12T02:04:16.625Z,601,MQTT Device 552518FDC337DEEA,windSpeed.v,9,km/h,3,130.8408621,-12.46612789,0
2019-07-13T13:19:15.884Z,601,MQTT Device 552518FDC337DEEA,windSpeed.v,0,km/h,4,130.8408621,-12.46612789,0
2019-07-23T11:17:19.086Z,601,MQTT Device 552518FDC337DEEA,windSpeed.v,2,km/h,5,130.8408621,-12.46612789,0
2019-07-30T07:00:20.492Z,601,MQTT Device 552518FDC337DEEA,windSpeed.v,2,km/h,6,130.8408621,-12.46612789,0
2019-07-10T11:41:12.778Z,601,MQTT Device 552518FDC337DEEA,windSpeed.v,1,km/h,7,130.8408621,-12.46612789,0
2019-07-26T00:36:59.130Z,601,MQTT Device 552518FDC337DEEA,windSpeed.v,6,km/h,8,130.8408621,-12.46612789,0
2019-07-09T05:39:10.335Z,601,MQTT Device 552518FDC337DEEA,windSpeed.v,4,km/h,9,130.8408621,-12.46612789,0
2019-07-07T07:45:36.326Z,601,MQTT Device 552518FDC337DEEA,windSpeed.v,0,km/h,10,130.8408621,-12.46612789,0
2019-07-07T11:07:01.552Z,601,MQTT Device 552518FDC337DEEA,windSpeed.v,1,km/h,11,130.8408621,-12.46612789,0
2019-08-17T23:22:34.699Z,601,MQTT Device 552518FDC337DEEA,windSpeed.v,2,km/h,12,130.8408621,-12.46612789,0
2019-09-01T21:52:12.874Z,601,MQTT Device 552518FDC337DEEA,windSpeed.v,2,km/h,13,130.8408621,-12.46612789,0
2019-08-02T03:00:43.381Z,601,MQTT Device 552518FDC337DEEA,windSpeed.v,7,km/h,14,130.8408621,-12.46612789,0
2019-07-27T07:09:30.979Z,601,MQTT Device 552518FDC337DEEA,windSpeed.v,0,km/h,15,130.8408621,-12.46612789,0
2019-08-25T23:30:20.372Z,601,MQTT Device 552518FDC337DEEA,windSpeed.v,4,km/h,16,130.8408621,-12.46612789,0
2019-07-31T09:08:15.917Z,601,MQTT Device 552518FDC337DEEA,windSpeed.v,1,km/h,17,130.8408621,-12.46612789,0
2019-08-26T12:26:18.046Z,601,MQTT Device 552518FDC337DEEA,windSpeed.v,0,km/h,18,130.8408621,-12.46612789,0
2019-08-19T19:22:56.807Z,601,MQTT Device 552518FDC337DEEA,windSpeed.v,9,km/h,19,130.8408621,-12.46612789,0
